deaths,dragonKills,baronKills,firstBloodKill,firstBloodAssist,kills,lane,neutralMinionsKilled,turretTakedowns,turretsLost,visionScore,goldEarned,timeCCingOthers,enemyMissingPings,clearedPings,totalPings,wardsPlaced,wardsKilled,detectorPlaced,position,duration,win
5,0,0,False,False,18,BOTTOM,4,3,0,44,12687,62,0,0,10,20,4,0,SUPPORT,1387,True
7,0,0,True,False,5,TOP,0,4,5,19,13117,11,1,0,24,10,3,0,SOLO,1906,True
8,2,0,False,False,12,JUNGLE,179,7,5,14,15368,18,3,0,24,0,2,0,NONE,1906,True
5,0,0,False,False,13,MIDDLE,0,5,5,21,17320,14,12,0,39,10,1,0,SOLO,1906,True
9,0,0,False,False,4,BOTTOM,8,7,5,17,15324,17,17,0,96,12,2,1,CARRY,1906,True
5,0,0,False,False,0,BOTTOM,0,5,5,79,8725,33,5,0,76,31,7,3,SUPPORT,1906,True
9,0,0,False,False,4,TOP,0,2,12,8,12578,39,6,0,34,5,0,0,SOLO,1906,False
9,2,1,False,False,13,JUNGLE,188,0,12,22,15584,18,0,0,57,10,1,0,NONE,1906,False
6,0,0,False,False,7,MIDDLE,20,0,12,31,13505,58,9,0,45,16,3,4,SOLO,1906,False
6,0,0,False,False,7,BOTTOM,0,2,12,16,14777,17,3,0,31,9,2,0,CARRY,1906,False
4,0,0,False,False,3,BOTTOM,0,1,12,46,10211,39,6,0,14,19,3,1,SUPPORT,1906,False
8,0,0,False,True,5,MIDDLE,0,1,10,14,9813,13,0,0,3,8,2,0,DUO,1721,False
8,1,0,False,True,3,JUNGLE,134,0,10,8,10038,14,11,0,29,1,0,0,NONE,1721,False
13,0,0,False,True,5,MIDDLE,0,0,10,19,9262,25,13,0,30,14,0,2,DUO,1721,False
7,0,0,True,False,11,TOP,0,1,10,14,13646,5,0,0,17,9,4,0,SOLO,1721,False
9,0,0,False,True,1,MIDDLE,0,1,10,56,7986,45,1,0,8,19,5,3,SUPPORT,1721,False
5,0,0,False,False,9,TOP,0,4,2,15,12072,19,0,0,1,6,1,0,SOLO,1721,True
5,3,0,False,False,17,JUNGLE,194,2,2,28,16007,13,2,0,11,9,3,0,NONE,1721,True
2,0,0,False,False,9,MIDDLE,8,4,2,18,12875,59,4,0,13,11,2,2,SOLO,1721,True
8,0,0,False,False,6,BOTTOM,0,6,2,18,10199,19,0,0,1,9,3,0,CARRY,1721,True
5,0,0,False,False,4,BOTTOM,0,3,2,64,11223,47,11,0,32,28,4,0,SUPPORT,1721,True
7,0,0,False,False,8,TOP,24,2,2,10,14028,28,1,0,11,7,0,0,SOLO,1842,True
7,1,0,False,False,16,JUNGLE,185,0,2,22,17487,223,2,0,32,6,4,1,NONE,1842,True
6,0,0,False,False,12,MIDDLE,8,6,2,20,16459,53,5,0,7,4,5,0,SOLO,1842,True
9,0,0,False,False,9,BOTTOM,8,5,2,25,14615,6,0,0,12,11,6,4,CARRY,1842,True
6,2,1,False,False,14,BOTTOM,12,2,2,72,13463,46,1,0,12,28,5,4,SUPPORT,1842,True
13,0,0,True,False,5,TOP,12,1,10,14,11486,19,0,0,21,10,2,2,SOLO,1842,False
7,1,0,False,False,9,JUNGLE,131,0,10,25,15656,25,10,0,110,5,1,4,NONE,1842,False
11,0,0,False,False,7,JUNGLE,0,0,10,18,12108,36,3,0,105,13,0,2,NONE,1842,False
12,0,0,False,False,10,BOTTOM,0,1,10,10,16068,10,1,0,5,5,3,0,CARRY,1842,False
16,0,0,False,False,4,BOTTOM,4,0,10,82,9699,66,0,0,36,43,7,4,SUPPORT,1842,False
12,0,0,False,False,15,MIDDLE,0,0,0,0,20780,11,0,0,5,0,0,0,SOLO,1540,True
10,0,0,False,False,1,JUNGLE,0,0,0,0,10560,37,0,0,2,0,0,0,NONE,1540,False
7,0,0,False,False,8,MIDDLE,0,0,0,0,10050,71,0,0,2,0,0,0,SUPPORT,1540,False
6,0,0,False,False,4,BOTTOM,0,0,0,0,18780,95,1,0,2,0,0,0,SUPPORT,1540,True
6,0,0,False,False,4,MIDDLE,0,0,0,0,11550,101,0,0,4,0,0,0,SUPPORT,1540,False
5,0,0,False,True,3,BOTTOM,0,0,0,0,16670,58,0,0,0,0,0,0,SUPPORT,1540,True
4,0,0,True,False,12,BOTTOM,0,0,0,0,19220,13,0,0,0,0,0,0,SUPPORT,1540,True
7,0,0,False,False,11,JUNGLE,0,0,0,0,10260,40,0,0,5,0,0,0,NONE,1540,False
7,0,0,False,False,4,BOTTOM,0,0,0,0,18850,121,0,0,1,0,0,0,SUPPORT,1540,True
6,0,0,False,False,4,MIDDLE,0,0,0,0,10800,48,0,0,2,0,0,0,SUPPORT,1540,False
2,0,0,False,False,5,TOP,2,0,5,14,7885,22,2,0,13,6,1,1,SOLO,1245,False
5,0,0,False,False,3,JUNGLE,108,0,5,11,8160,9,14,0,46,4,2,0,NONE,1245,False
4,0,0,False,False,0,MIDDLE,0,0,5,11,7193,20,12,0,50,5,2,0,SOLO,1245,False
7,0,0,True,False,3,BOTTOM,4,0,5,12,7131,8,5,0,34,7,2,1,CARRY,1245,False
8,0,0,False,True,0,BOTTOM,0,0,5,41,4677,9,9,0,57,17,6,4,SUPPORT,1245,False
2,0,0,False,False,1,TOP,0,1,0,11,6861,20,2,0,8,6,0,0,SOLO,1245,True
2,2,0,False,False,7,JUNGLE,164,0,0,18,10031,9,5,0,94,5,2,3,NONE,1245,True
2,0,0,False,False,4,MIDDLE,0,2,0,17,8648,5,5,0,38,9,2,2,SOLO,1245,True
2,1,0,False,False,11,BOTTOM,4,2,0,9,11233,4,9,0,12,6,1,0,CARRY,1245,True
4,0,0,False,False,3,BOTTOM,0,2,0,48,7258,22,0,0,8,27,5,9,SUPPORT,1245,True
9,0,0,False,False,8,TOP,0,1,3,13,10245,33,1,0,1,8,1,0,SOLO,1655,False
7,0,0,False,False,6,JUNGLE,132,0,3,27,10700,164,13,0,79,7,3,2,NONE,1655,False
4,0,0,False,False,5,MIDDLE,0,0,3,21,10112,36,11,0,52,12,1,1,CARRY,1655,False
10,0,0,False,False,6,BOTTOM,12,0,3,20,11163,9,22,0,65,8,7,0,SOLO,1655,False
6,0,0,False,False,3,MIDDLE,2,0,3,62,8168,20,2,0,15,23,8,2,SUPPORT,1655,False
9,0,0,False,False,6,TOP,4,2,1,17,10982,28,6,0,23,10,0,0,SOLO,1655,True
5,3,0,False,False,7,JUNGLE,203,0,1,22,12451,8,5,0,71,7,1,1,NONE,1655,True
5,0,0,False,False,4,MIDDLE,0,0,1,21,11303,35,4,0,15,10,3,0,SOLO,1655,True
5,1,1,False,False,19,BOTTOM,8,2,1,23,15695,6,21,0,36,11,7,1,CARRY,1655,True
5,0,0,False,False,0,BOTTOM,0,0,1,71,8514,23,17,0,65,44,3,9,SUPPORT,1655,True
6,0,0,False,False,8,NONE,11,3,9,17,16839,8,8,0,13,11,0,0,SUPPORT,1200,False
10,0,0,False,False,8,NONE,8,1,9,26,14911,91,3,0,27,13,0,0,SUPPORT,1200,False
12,0,0,False,False,7,NONE,10,0,9,8,12729,30,0,0,1,5,0,0,SUPPORT,1200,False
8,0,0,False,False,5,NONE,14,2,9,9,14280,5,8,0,16,6,0,0,SUPPORT,1200,False
12,0,0,False,False,2,NONE,26,0,9,25,11855,9,4,0,13,16,0,0,SUPPORT,1200,False
8,1,0,False,False,8,NONE,8,7,4,6,16035,26,0,0,0,4,0,0,SUPPORT,1200,True
2,0,1,True,False,12,NONE,24,4,4,15,19719,24,0,0,11,10,0,0,SUPPORT,1200,True
5,2,0,False,False,8,NONE,56,2,4,23,14851,8,0,0,0,13,0,0,SUPPORT,1200,True
6,0,0,False,True,9,NONE,12,1,4,31,13908,18,2,0,7,18,2,0,SUPPORT,1200,True
9,1,0,False,True,11,NONE,24,6,4,19,15528,33,0,0,1,9,0,0,SUPPORT,1200,True
5,0,0,False,False,11,TOP,8,5,5,24,20248,26,15,0,62,15,0,0,SOLO,2354,True
9,4,1,False,False,12,JUNGLE,259,0,5,30,17949,30,4,0,96,3,6,2,NONE,2354,True
12,0,0,False,False,16,MIDDLE,6,2,5,16,19552,12,22,0,158,12,2,0,SOLO,2354,True
12,0,0,False,False,4,BOTTOM,4,1,5,23,14176,50,3,0,12,8,1,0,CARRY,2354,True
10,0,0,False,False,4,BOTTOM,0,0,5,109,12674,89,3,0,56,51,10,11,SUPPORT,2354,True
8,0,0,False,False,5,TOP,0,1,7,19,13221,51,3,0,17,11,1,0,DUO,2354,False
11,2,0,False,True,10,JUNGLE,213,2,7,54,16683,16,9,0,65,13,10,6,NONE,2354,False
9,0,1,False,False,10,TOP,4,3,7,38,15639,14,7,0,75,21,3,2,DUO,2354,False
7,0,0,True,False,14,BOTTOM,17,2,7,24,19501,48,12,0,157,13,2,0,CARRY,2354,False
12,0,0,False,True,9,BOTTOM,0,1,7,89,13632,45,9,0,21,35,9,7,SUPPORT,2354,False
2,0,0,False,False,4,TOP,8,1,2,17,10750,19,10,0,49,8,3,0,DUO,1369,False
5,1,0,False,False,1,JUNGLE,107,0,2,9,6747,18,9,0,27,6,0,1,NONE,1369,False
5,0,0,False,False,3,TOP,7,0,2,12,7968,2,0,0,10,8,1,0,DUO,1369,False
8,0,0,False,False,1,BOTTOM,0,0,2,10,6297,10,0,0,2,6,1,0,CARRY,1369,False
7,0,0,False,False,0,BOTTOM,0,0,2,49,5102,22,4,0,23,21,7,4,SUPPORT,1369,False
3,0,0,False,False,3,TOP,8,0,1,12,7694,21,3,0,15,8,1,0,SOLO,1369,True
2,2,0,False,True,15,JUNGLE,127,0,1,20,10594,18,2,0,34,2,3,2,NONE,1369,True
2,0,0,False,False,0,MIDDLE,0,1,1,15,8611,42,6,0,17,4,3,2,SOLO,1369,True
1,0,0,False,True,2,BOTTOM,0,1,1,12,9268,13,3,0,10,9,0,1,CARRY,1369,True
1,0,0,True,False,7,BOTTOM,0,1,1,56,7396,23,1,0,11,23,8,3,SUPPORT,1369,True
8,0,0,False,False,4,TOP,8,0,11,21,11910,21,0,0,17,10,3,0,SOLO,2023,False
8,2,0,False,True,10,JUNGLE,231,0,11,19,15579,29,5,0,47,7,4,2,NONE,2023,False
8,0,0,True,False,9,MIDDLE,0,1,11,23,14421,11,25,0,52,4,6,1,SOLO,2023,False
6,1,0,False,False,7,BOTTOM,10,1,11,17,15654,13,10,0,29,11,4,0,CARRY,2023,False
4,0,0,False,False,0,BOTTOM,0,0,11,76,7917,33,10,0,24,38,7,5,SUPPORT,2023,False
6,0,0,False,False,6,TOP,4,4,2,24,14216,21,3,0,7,14,2,2,DUO,2023,True
3,2,2,False,False,5,JUNGLE,207,2,2,19,13757,28,5,0,129,2,2,2,NONE,2023,True
9,0,0,False,False,15,TOP,8,3,2,23,19090,29,1,0,11,14,3,0,DUO,2023,True
6,0,0,False,False,7,BOTTOM,4,6,2,36,16196,2,4,0,30,13,7,1,CARRY,2023,True
6,0,0,False,False,1,BOTTOM,0,3,2,77,10092,33,43,0,162,38,5,4,SUPPORT,2023,True
0,0,0,False,False,7,JUNGLE,11,2,0,16,11807,17,8,0,15,9,1,1,NONE,1445,True
3,3,0,False,False,5,JUNGLE,169,5,0,12,10319,9,3,0,29,1,2,0,NONE,1445,True
1,1,0,False,False,4,MIDDLE,4,4,0,11,10165,35,7,0,37,7,0,1,SOLO,1445,True
2,0,0,False,False,13,BOTTOM,8,6,0,11,13597,9,0,0,18,6,2,0,CARRY,1445,True
5,0,0,False,False,1,BOTTOM,0,5,0,60,7413,27,4,0,32,23,7,2,SUPPORT,1445,True
9,0,0,False,True,2,MIDDLE,0,0,11,9,7471,16,5,0,14,6,0,0,DUO,1445,False
5,0,0,True,False,3,JUNGLE,92,0,11,22,7501,11,5,0,20,8,3,0,NONE,1445,False
3,0,0,False,True,2,MIDDLE,0,0,11,10,7926,36,3,0,11,5,1,0,DUO,1445,False
9,0,0,False,True,2,BOTTOM,4,0,11,8,7652,12,3,0,13,4,1,0,SOLO,1445,False
4,0,0,False,False,2,MIDDLE,0,0,11,50,6501,39,8,0,29,27,2,5,SUPPORT,1445,False
2,0,0,False,False,1,NONE,0,0,1,14,6501,29,0,0,7,6,0,1,SUPPORT,1002,False
5,1,0,False,False,4,NONE,108,0,1,10,6992,3,1,0,16,3,2,0,SUPPORT,1002,False
1,0,0,False,False,2,NONE,0,0,1,9,5817,1,2,0,4,4,1,0,SUPPORT,1002,False
7,0,0,False,False,2,NONE,1,0,1,6,5095,6,2,0,30,4,1,0,SUPPORT,1002,False
3,0,0,False,False,0,NONE,0,0,1,28,3691,9,4,0,11,13,2,1,SUPPORT,1002,False
3,0,0,False,False,0,NONE,0,0,0,4,5620,5,2,0,3,3,0,0,SUPPORT,1002,True
1,1,0,False,False,6,NONE,98,1,0,19,7266,8,9,0,80,4,2,2,SUPPORT,1002,True
3,0,0,True,False,5,NONE,1,1,0,7,7302,14,4,0,25,6,0,0,SUPPORT,1002,True
1,0,0,False,True,3,NONE,0,0,0,4,6641,40,3,0,10,4,0,0,SUPPORT,1002,True
1,0,0,False,True,4,NONE,0,1,0,27,5722,26,0,0,4,12,4,3,SUPPORT,1002,True
10,0,0,False,False,11,TOP,14,3,4,34,15006,37,14,0,65,13,4,0,SOLO,2364,True
13,1,0,True,False,15,JUNGLE,235,3,4,51,19034,34,15,0,75,22,4,6,NONE,2364,True
9,0,0,False,True,11,MIDDLE,13,7,4,26,18362,20,8,0,25,5,2,2,SOLO,2364,True
8,2,0,False,False,10,BOTTOM,20,7,4,48,18073,66,19,0,83,16,5,5,CARRY,2364,True
7,0,0,False,False,3,BOTTOM,0,5,4,79,10536,23,2,0,28,34,3,1,SUPPORT,2364,True
17,0,0,False,False,4,TOP,4,1,12,26,13684,40,9,0,157,5,6,0,SOLO,2364,False
5,2,1,False,False,13,MIDDLE,232,0,12,45,18104,30,4,0,35,14,7,0,SUPPORT,2364,False
9,0,0,False,False,16,MIDDLE,0,2,12,18,17341,3,19,0,92,6,2,0,CARRY,2364,False
7,1,0,False,False,13,BOTTOM,12,1,12,25,18601,6,7,0,27,9,1,1,CARRY,2364,False
12,0,0,False,False,1,BOTTOM,0,0,12,115,10406,28,3,0,13,59,14,3,SUPPORT,2364,False
5,0,0,False,False,5,TOP,0,3,1,26,9966,22,1,0,9,9,7,1,SOLO,1520,True
7,1,0,False,False,2,JUNGLE,124,0,1,18,8856,15,14,0,53,7,2,2,NONE,1520,True
8,1,0,False,False,8,MIDDLE,14,5,1,12,10207,93,4,0,31,9,0,0,SOLO,1520,True
3,0,0,False,False,8,BOTTOM,0,7,1,19,12397,15,0,0,2,9,6,1,CARRY,1520,True
3,0,0,False,False,4,BOTTOM,0,6,1,47,9005,15,8,0,38,24,4,3,SUPPORT,1520,True
8,0,0,False,False,6,TOP,0,1,9,19,9205,33,6,0,38,8,1,1,SOLO,1520,False
5,1,0,True,False,9,JUNGLE,151,0,9,26,10632,4,3,0,30,12,0,0,NONE,1520,False
1,0,0,False,True,8,MIDDLE,0,0,9,13,11506,92,0,0,3,10,1,1,SOLO,1520,False
6,0,0,False,False,2,BOTTOM,0,0,9,17,8504,8,5,0,6,6,3,0,CARRY,1520,False
8,0,0,False,False,1,BOTTOM,0,0,9,62,6517,41,3,0,10,28,9,4,SUPPORT,1520,False
7,0,0,False,False,0,TOP,0,0,11,11,6785,16,0,0,1,8,0,0,SOLO,1400,False
9,0,0,False,False,2,JUNGLE,121,0,11,16,7517,21,3,0,54,6,3,0,NONE,1400,False
5,0,0,True,False,8,MIDDLE,0,0,11,9,11190,9,3,0,14,9,2,0,SOLO,1400,False
5,0,0,False,False,4,BOTTOM,0,0,11,4,8782,8,6,0,14,3,0,0,CARRY,1400,False
6,0,0,False,False,0,BOTTOM,0,0,11,36,5835,52,0,0,6,20,3,0,SUPPORT,1400,False
2,0,0,False,False,7,JUNGLE,8,5,0,8,10861,7,1,0,6,6,0,0,NONE,1400,True
3,2,0,False,False,7,JUNGLE,162,4,0,16,10440,9,2,0,62,1,4,1,NONE,1400,True
1,0,0,False,False,11,MIDDLE,0,4,0,14,13013,4,4,0,30,3,1,1,SOLO,1400,True
4,0,0,False,False,7,BOTTOM,8,6,0,10,10889,4,0,0,18,6,2,0,CARRY,1400,True
4,1,0,False,False,0,BOTTOM,4,4,0,58,7311,42,0,0,18,20,8,4,SUPPORT,1400,True
10,0,0,True,False,9,TOP,0,1,4,0,14144,41,0,0,0,0,0,0,SUPPORT,1324,False
10,0,0,False,True,3,BOTTOM,0,1,4,0,12770,69,0,0,0,0,0,0,SOLO,1324,False
16,0,0,False,True,15,TOP,0,0,4,0,14801,5,2,0,13,0,0,0,SUPPORT,1324,False
17,0,0,False,False,12,TOP,0,0,4,0,17092,28,0,0,1,0,0,0,DUO,1324,False
15,0,0,False,True,12,TOP,0,0,4,0,15944,0,11,0,12,0,0,0,SUPPORT,1324,False
23,0,0,False,False,6,JUNGLE,0,1,1,0,12746,70,2,0,2,0,0,0,NONE,1324,True
7,0,0,False,False,5,MIDDLE,0,2,1,0,14198,119,0,0,0,0,0,0,SUPPORT,1324,True
7,0,0,False,False,13,MIDDLE,0,4,1,0,17600,0,0,0,1,0,0,0,SUPPORT,1324,True
9,0,0,False,False,33,MIDDLE,0,4,1,0,19462,47,1,0,1,0,0,0,DUO,1324,True
6,0,0,False,False,11,MIDDLE,0,4,1,0,15387,44,0,0,0,0,0,0,SUPPORT,1324,True
2,0,0,False,False,1,NONE,0,0,2,8,4996,12,0,0,4,5,0,0,SUPPORT,952,False
4,0,0,False,False,2,NONE,79,0,2,8,5137,9,0,0,25,3,1,0,SUPPORT,952,False
4,0,0,False,False,1,NONE,0,0,2,8,5381,7,12,0,24,6,0,0,SUPPORT,952,False
5,0,0,True,False,2,NONE,0,0,2,11,5600,22,1,0,9,4,1,0,SUPPORT,952,False
2,0,0,False,True,1,NONE,0,0,2,16,4238,19,0,0,4,5,4,0,SUPPORT,952,False
1,0,0,False,False,1,NONE,0,0,0,5,5738,12,3,0,11,4,0,1,SUPPORT,952,True
2,1,0,False,False,5,NONE,77,0,0,7,5943,1,5,0,54,4,0,2,SUPPORT,952,True
2,0,0,False,False,4,NONE,3,1,0,7,7978,8,10,0,33,6,0,1,SUPPORT,952,True
2,0,0,False,False,5,NONE,4,1,0,5,7418,0,5,0,18,5,0,0,SUPPORT,952,True
1,0,0,False,False,2,NONE,0,0,0,15,4952,21,0,0,3,13,0,0,SUPPORT,952,True
7,0,0,False,False,1,TOP,0,0,11,8,8681,8,10,0,18,3,1,1,SOLO,1634,False
8,0,0,False,False,1,JUNGLE,142,0,11,17,8666,25,13,0,41,8,1,0,NONE,1634,False
6,0,0,False,False,11,MIDDLE,0,0,11,12,13327,1,10,0,35,4,2,1,SOLO,1634,False
9,0,0,False,False,3,BOTTOM,0,0,11,14,9843,8,1,0,8,9,2,0,SOLO,1634,False
3,0,0,False,False,1,JUNGLE,4,0,11,35,6758,29,2,0,11,21,1,0,NONE,1634,False
5,0,0,False,False,10,TOP,4,4,0,14,14507,31,9,0,28,4,2,0,SOLO,1634,True
2,2,0,False,False,7,JUNGLE,166,3,0,33,11982,22,1,0,60,6,5,3,NONE,1634,True
3,1,1,False,False,4,MIDDLE,8,2,0,15,10473,56,5,0,29,2,4,0,DUO,1634,True
5,1,0,True,False,10,MIDDLE,12,5,0,10,13547,0,0,0,8,6,0,1,DUO,1634,True
2,0,0,False,True,2,BOTTOM,0,7,0,66,9751,23,1,0,65,29,5,4,SOLO,1634,True
11,0,0,False,False,4,TOP,0,1,7,13,8473,28,8,0,15,8,0,0,SOLO,1453,False
5,0,0,False,False,2,BOTTOM,111,0,7,30,9204,12,8,0,18,10,0,2,SOLO,1453,False
8,0,0,False,False,3,MIDDLE,4,0,7,10,8007,30,9,0,38,7,0,0,DUO,1453,False
8,0,0,False,False,3,MIDDLE,0,0,7,12,8782,22,0,0,5,8,1,0,DUO,1453,False
8,0,0,False,False,3,MIDDLE,0,0,7,48,6665,28,6,0,15,21,4,0,SUPPORT,1453,False
2,1,0,False,True,12,JUNGLE,8,3,1,17,13426,10,8,0,10,8,1,0,NONE,1453,True
3,1,0,False,True,17,JUNGLE,176,1,1,14,15866,7,17,0,33,2,2,0,NONE,1453,True
4,0,0,True,False,8,TOP,0,3,1,7,12058,45,1,0,8,4,0,0,SOLO,1453,True
5,1,0,False,False,2,BOTTOM,23,1,1,20,8313,34,4,0,51,8,1,0,CARRY,1453,True
1,0,0,False,False,1,BOTTOM,0,2,1,41,7304,13,0,0,12,15,5,5,SUPPORT,1453,True
6,0,0,True,False,9,JUNGLE,11,4,3,40,17679,20,7,0,33,16,6,2,NONE,2198,True
4,2,1,False,False,13,JUNGLE,239,1,3,18,17516,8,0,0,9,0,3,0,NONE,2198,True
7,2,0,False,False,3,MIDDLE,8,2,3,25,12790,34,2,0,12,9,5,0,SOLO,2198,True
4,0,0,False,False,8,BOTTOM,0,5,3,18,16473,40,0,0,4,8,5,0,CARRY,2198,True
4,0,0,False,False,6,BOTTOM,0,5,3,42,11882,62,0,0,5,17,4,1,SUPPORT,2198,True
9,0,0,False,False,6,TOP,0,2,9,35,13954,14,14,0,32,18,2,3,SOLO,2198,False
4,1,0,False,False,7,JUNGLE,189,1,9,27,13445,10,8,0,68,5,1,3,NONE,2198,False
8,0,0,False,False,6,MIDDLE,4,1,9,17,13887,31,3,0,13,10,1,0,SOLO,2198,False
9,0,0,False,False,5,BOTTOM,0,0,9,21,13003,0,5,0,20,14,1,0,CARRY,2198,False
9,0,0,False,False,1,BOTTOM,0,0,9,68,9383,15,1,0,12,33,3,5,SUPPORT,2198,False
2,0,0,False,False,9,TOP,5,4,2,16,13163,27,3,0,6,7,2,0,SOLO,1561,True
4,1,0,True,False,9,JUNGLE,207,4,2,19,13157,15,3,0,27,4,3,2,NONE,1561,True
4,0,0,False,False,9,MIDDLE,4,3,2,9,11530,20,3,0,25,7,1,0,SOLO,1561,True
5,1,0,False,False,5,BOTTOM,4,4,2,15,11084,12,1,0,19,7,3,0,CARRY,1561,True
5,0,0,False,False,9,BOTTOM,0,1,2,65,10082,43,5,0,12,33,3,3,SUPPORT,1561,True
8,0,0,False,False,0,TOP,0,0,11,12,7287,19,6,0,22,8,0,0,SOLO,1561,False
9,1,0,False,False,5,JUNGLE,122,0,11,15,10716,7,7,0,131,5,1,4,NONE,1561,False
5,0,0,False,False,11,MIDDLE,2,0,11,18,12384,3,5,0,44,10,1,0,SOLO,1561,False
10,0,0,False,False,2,BOTTOM,0,2,11,12,10125,6,17,0,81,7,0,0,CARRY,1561,False
10,0,0,False,False,2,BOTTOM,0,0,11,56,6697,37,2,0,12,21,8,4,SUPPORT,1561,False
1,0,0,False,False,0,NONE,0,0,1,7,5046,3,6,0,21,5,0,0,DUO,916,False
1,0,0,False,False,1,NONE,88,0,1,13,4790,4,7,0,73,1,4,1,SUPPORT,916,False
2,0,0,True,False,4,NONE,2,0,1,9,6024,8,9,0,50,6,1,1,SUPPORT,916,False
4,0,0,False,True,0,NONE,0,0,1,8,4375,10,4,0,16,4,1,0,SUPPORT,916,False
4,0,0,False,True,0,NONE,0,0,1,18,3613,19,2,0,46,7,2,0,SUPPORT,916,False
2,0,0,False,False,0,NONE,0,0,0,5,6572,2,4,0,25,4,0,0,DUO,916,True
1,1,0,False,False,5,NONE,84,0,0,15,6586,8,7,0,46,9,0,3,SUPPORT,916,True
1,0,0,False,False,0,NONE,0,0,0,5,4117,3,3,0,18,4,0,1,SUPPORT,916,True
1,1,0,False,False,7,NONE,4,1,0,5,8144,0,3,0,26,4,0,0,SUPPORT,916,True
1,0,0,False,False,0,NONE,0,1,0,15,4473,4,4,0,16,10,1,1,SUPPORT,916,True
10,0,0,False,False,6,JUNGLE,12,3,5,13,15567,69,8,0,39,4,1,1,NONE,2136,True
7,5,1,False,False,14,JUNGLE,205,3,5,17,18889,241,0,0,10,11,3,0,NONE,2136,True
11,0,0,False,False,12,MIDDLE,0,4,5,8,15865,27,0,0,17,7,0,0,SOLO,2136,True
7,0,1,False,False,17,BOTTOM,28,8,5,20,21769,19,3,0,55,14,2,2,CARRY,2136,True
4,0,0,False,False,6,BOTTOM,0,8,5,71,13893,72,1,0,8,32,4,4,SUPPORT,2136,True
8,0,0,False,False,12,TOP,4,0,11,20,15650,4,10,0,22,13,1,1,SOLO,2136,False
17,0,0,False,False,9,JUNGLE,152,0,11,28,15620,6,2,0,7,12,3,1,NONE,2136,False
9,0,0,False,False,9,MIDDLE,0,4,11,14,19522,16,3,0,4,8,2,0,SOLO,2136,False
13,0,0,False,True,8,BOTTOM,8,0,11,12,14218,4,3,0,11,5,2,0,CARRY,2136,False
8,0,0,True,False,1,BOTTOM,0,1,11,45,9282,50,5,0,24,17,6,0,SUPPORT,2136,False
11,0,0,False,False,2,NONE,0,0,9,4,7699,11,0,0,1,3,0,0,SUPPORT,1013,False
3,1,0,False,False,2,NONE,80,0,9,9,7998,15,0,0,25,5,0,0,SUPPORT,1013,False
5,0,0,False,False,4,NONE,0,0,9,5,8000,18,1,0,13,5,0,0,DUO,1013,False
5,0,0,False,False,1,NONE,4,0,9,6,7960,4,0,0,1,5,1,0,SUPPORT,1013,False
1,0,0,False,False,2,NONE,0,0,9,20,7888,15,0,0,5,7,2,1,SUPPORT,1013,False
2,0,0,True,False,12,NONE,0,3,0,8,13157,23,1,0,5,6,0,0,SUPPORT,1013,True
3,0,0,False,False,5,NONE,97,2,0,11,10213,19,0,0,8,4,0,0,SUPPORT,1013,True
3,1,0,False,False,4,NONE,4,2,0,10,10382,11,4,0,14,6,1,0,DUO,1013,True
1,0,0,False,False,3,NONE,4,3,0,5,9291,7,4,0,8,4,0,0,SUPPORT,1013,True
2,0,0,False,False,1,NONE,0,3,0,24,8905,10,0,0,0,12,2,1,SUPPORT,1013,True
8,0,0,False,False,4,TOP,8,5,3,16,14274,41,2,0,35,9,1,1,SOLO,2249,True
5,4,0,False,False,10,JUNGLE,145,4,3,29,14749,43,6,0,108,3,7,2,NONE,2249,True
8,0,1,False,False,12,MIDDLE,8,4,3,33,15804,46,9,0,30,15,3,2,SOLO,2249,True
8,0,0,False,False,9,BOTTOM,0,5,3,33,16919,43,5,0,97,17,2,7,CARRY,2249,True
7,0,0,False,False,4,BOTTOM,0,5,3,109,11949,55,6,0,103,58,9,9,SUPPORT,2249,True
7,0,0,False,True,3,TOP,0,0,12,22,11261,61,1,0,14,10,3,0,SOLO,2249,False
3,1,0,False,True,8,JUNGLE,184,1,12,49,14550,58,6,0,196,5,14,3,NONE,2249,False
10,0,0,False,False,11,MIDDLE,4,2,12,18,15554,36,10,0,33,8,3,0,SOLO,2249,False
13,0,0,False,True,9,BOTTOM,2,0,12,26,14198,59,2,0,54,15,7,2,CARRY,2249,False
6,0,0,True,False,5,BOTTOM,0,1,12,122,11089,43,20,0,81,51,14,1,SUPPORT,2249,False
11,0,1,False,False,7,TOP,4,2,7,23,16114,35,7,0,21,13,2,0,SOLO,2185,True
5,5,0,False,False,27,JUNGLE,170,7,7,29,23773,19,11,0,60,11,3,0,NONE,2185,True
8,0,0,False,False,2,MIDDLE,8,2,7,11,14649,44,1,0,10,4,3,0,SOLO,2185,True
7,0,0,True,False,5,BOTTOM,2,4,7,19,14094,32,0,0,12,12,0,0,CARRY,2185,True
6,0,0,False,True,6,BOTTOM,0,4,7,119,11597,24,14,0,35,50,16,12,SUPPORT,2185,True
12,0,0,False,False,6,TOP,8,3,10,7,14725,18,8,0,9,4,0,0,DUO,2185,False
13,1,1,False,False,6,JUNGLE,168,1,10,23,14323,16,13,0,74,4,3,0,NONE,2185,False
6,0,0,False,False,14,TOP,0,3,10,17,20631,17,7,0,30,10,2,0,DUO,2185,False
