deaths,dragonKills,baronKills,firstBloodKill,firstBloodAssist,kills,lane,neutralMinionsKilled,turretTakedowns,turretsLost,visionScore,goldEarned,timeCCingOthers,enemyMissingPings,clearedPings,totalPings,wardsPlaced,wardsKilled,detectorPlaced,position,duration,win
9,0,0,False,False,9,BOTTOM,4,0,10,15,14901,8,8,0,35,9,0,0,CARRY,2185,False
7,0,0,False,False,2,BOTTOM,0,0,10,87,11240,61,6,0,23,43,7,6,SUPPORT,2185,False
9,0,0,False,False,3,JUNGLE,0,0,0,0,9303,56,0,0,0,0,0,0,NONE,2019,False
6,0,0,False,False,24,BOTTOM,0,0,0,0,38240,82,0,0,0,0,0,0,SUPPORT,2019,True
6,0,0,False,False,3,BOTTOM,0,0,0,0,35298,218,0,0,0,0,0,0,SUPPORT,2019,True
9,0,0,False,False,8,BOTTOM,0,0,0,0,28336,106,1,0,19,0,0,0,SUPPORT,2019,True
6,0,0,False,True,11,MIDDLE,0,0,0,0,18881,165,6,0,13,0,0,0,SOLO,2019,True
7,0,0,False,False,8,MIDDLE,0,0,0,0,15808,56,0,0,2,0,0,0,SUPPORT,2019,False
8,0,0,False,False,3,MIDDLE,0,0,0,0,9053,65,1,0,4,0,0,0,SUPPORT,2019,False
8,0,0,False,False,18,BOTTOM,0,0,0,0,29404,168,1,0,2,0,0,0,CARRY,2019,True
7,0,0,False,False,5,BOTTOM,0,0,0,0,10039,91,0,0,0,0,0,0,SOLO,2019,False
14,0,0,True,False,7,TOP,0,0,0,0,18555,18,0,0,0,0,0,0,SOLO,2019,True
5,0,0,False,False,8,TOP,0,0,0,0,17750,122,0,0,2,0,0,0,SUPPORT,1455,True
7,0,0,False,False,9,BOTTOM,0,0,0,0,14150,170,2,0,3,0,0,0,SUPPORT,1455,True
10,0,0,False,False,13,BOTTOM,0,0,0,0,14150,86,3,0,7,0,0,0,SUPPORT,1455,True
5,0,0,False,False,11,TOP,0,0,0,0,18000,12,0,0,0,0,0,0,SUPPORT,1455,True
6,0,0,False,False,4,MIDDLE,0,0,0,0,9750,40,0,0,0,0,0,0,SUPPORT,1455,False
8,0,0,False,False,6,MIDDLE,0,0,0,0,11250,9,0,0,0,0,0,0,SUPPORT,1455,False
13,0,0,False,False,13,JUNGLE,0,0,0,0,11750,33,0,0,3,0,0,0,NONE,1455,False
8,0,0,False,False,0,BOTTOM,0,0,0,0,10250,26,0,0,3,0,0,0,SUPPORT,1455,False
7,0,0,True,False,12,BOTTOM,0,0,0,0,11250,32,0,0,0,0,0,0,SUPPORT,1455,False
12,0,0,False,False,10,TOP,0,0,0,0,19510,11,0,0,0,0,0,0,SUPPORT,1455,True
12,0,0,False,False,3,TOP,0,0,10,14,9772,14,2,0,9,7,0,0,SOLO,1768,False
7,0,0,False,False,10,JUNGLE,134,1,10,24,13329,36,9,0,59,5,1,2,NONE,1768,False
9,0,0,False,False,0,MIDDLE,7,1,10,15,9393,19,2,0,3,9,1,0,SOLO,1768,False
6,0,0,True,False,6,BOTTOM,4,1,10,22,14151,38,4,0,9,7,2,1,CARRY,1768,False
9,0,0,False,True,1,BOTTOM,0,0,10,85,8475,75,2,0,28,39,9,8,SUPPORT,1768,False
3,0,0,False,False,11,TOP,0,3,2,18,13693,59,7,0,14,10,1,0,SOLO,1768,True
2,3,1,False,False,10,JUNGLE,235,4,2,11,15399,22,6,0,68,1,1,0,NONE,1768,True
2,0,0,False,False,9,MIDDLE,0,4,2,21,13899,40,6,0,31,10,3,0,SOLO,1768,True
8,0,0,False,False,12,BOTTOM,8,4,2,15,14609,11,24,0,101,8,3,0,CARRY,1768,True
5,0,0,False,False,1,BOTTOM,0,3,2,84,8535,57,11,0,101,38,7,8,SUPPORT,1768,True
12,0,0,True,False,10,TOP,12,5,4,27,19181,12,9,0,45,13,4,1,SOLO,2212,True
5,1,1,False,False,5,JUNGLE,194,2,4,40,15135,19,30,0,221,6,10,4,NONE,2212,True
4,0,0,False,False,8,MIDDLE,4,4,4,27,14960,34,2,0,95,3,5,0,SOLO,2212,True
1,0,0,False,False,10,BOTTOM,7,4,4,32,19438,8,10,0,122,17,7,2,CARRY,2212,True
5,1,0,False,False,3,BOTTOM,4,1,4,86,9508,53,19,0,125,40,8,10,SUPPORT,2212,True
8,0,0,False,False,14,TOP,8,3,11,36,18784,23,2,0,19,12,5,1,SOLO,2212,False
8,3,0,False,False,2,JUNGLE,188,1,11,38,12752,19,26,0,245,10,6,7,NONE,2212,False
7,0,0,False,False,0,MIDDLE,0,0,11,13,9909,21,7,0,43,15,0,4,SOLO,2212,False
6,0,0,False,False,6,BOTTOM,16,0,11,46,14838,4,13,0,68,18,5,3,CARRY,2212,False
7,0,0,False,False,4,BOTTOM,0,0,11,84,10147,36,4,0,19,38,9,1,SUPPORT,2212,False
5,0,0,False,False,3,JUNGLE,2,1,5,12,11827,40,12,0,35,6,0,0,NONE,1619,False
8,1,0,False,False,5,JUNGLE,150,0,5,24,10165,20,3,0,22,4,6,2,NONE,1619,False
7,0,0,False,False,2,MIDDLE,0,0,5,9,9686,9,1,0,8,6,0,0,SOLO,1619,False
8,0,0,False,False,4,BOTTOM,0,0,5,15,7960,0,6,0,20,9,1,0,CARRY,1619,False
8,0,0,False,False,2,BOTTOM,0,0,5,35,8017,34,0,0,0,22,0,0,SUPPORT,1619,False
2,1,0,False,False,4,TOP,4,2,1,8,11442,58,4,0,24,6,0,0,SOLO,1619,True
1,2,1,False,False,12,JUNGLE,218,0,1,25,14755,24,15,0,33,3,4,1,NONE,1619,True
2,0,0,False,False,7,MIDDLE,6,2,1,15,12029,12,0,0,0,8,1,0,SOLO,1619,True
5,0,0,False,True,4,BOTTOM,0,4,1,5,10508,16,0,0,0,5,0,0,CARRY,1619,True
6,0,0,True,False,9,BOTTOM,0,3,1,47,10259,37,0,0,0,18,5,0,SUPPORT,1619,True
9,0,0,True,False,12,NONE,0,3,0,0,11626,5,3,0,5,0,0,0,SUPPORT,910,True
8,0,0,False,True,5,NONE,0,3,0,0,10253,31,0,0,2,0,0,0,SUPPORT,910,True
8,0,0,False,True,14,NONE,0,2,0,0,12859,9,3,0,12,0,0,0,SUPPORT,910,True
9,0,0,False,True,4,NONE,0,2,0,0,10487,58,7,0,7,0,0,0,SUPPORT,910,True
8,0,0,False,True,13,NONE,0,3,0,0,12648,35,0,0,2,0,0,0,SUPPORT,910,True
8,0,0,False,False,4,NONE,0,0,4,0,9180,28,1,0,2,0,0,0,SUPPORT,910,False
11,0,0,False,False,14,NONE,0,0,4,0,12222,0,0,0,0,0,0,0,SUPPORT,910,False
10,0,0,False,False,20,NONE,0,0,4,0,13611,11,1,0,1,0,0,0,DUO,910,False
8,0,0,False,False,1,NONE,0,0,4,0,8978,17,0,0,0,0,0,0,SUPPORT,910,False
11,0,0,False,False,3,NONE,0,0,4,0,9371,82,2,0,2,0,0,0,SUPPORT,910,False
5,0,0,False,False,2,TOP,0,0,11,20,7938,19,5,0,11,10,1,0,SOLO,1738,False
6,2,0,False,True,4,JUNGLE,149,1,11,30,12129,20,9,0,41,3,8,0,NONE,1738,False
6,0,0,True,False,8,MIDDLE,0,0,11,23,11028,32,12,0,49,9,5,2,SOLO,1738,False
7,0,0,False,False,4,BOTTOM,0,1,11,15,12414,23,10,0,50,9,2,0,CARRY,1738,False
10,0,0,False,False,2,BOTTOM,0,1,11,77,8525,48,10,0,53,35,11,0,SUPPORT,1738,False
3,0,0,False,False,2,TOP,4,6,2,15,12549,16,9,0,24,8,1,0,SOLO,1738,True
7,0,1,False,False,16,JUNGLE,188,5,2,26,16074,18,1,0,35,10,1,2,NONE,1738,True
4,0,0,False,False,6,MIDDLE,6,5,2,24,14790,25,3,0,25,12,4,2,SOLO,1738,True
2,2,0,False,False,10,BOTTOM,12,6,2,18,13159,3,0,0,12,10,4,0,CARRY,1738,True
4,0,0,False,False,0,BOTTOM,1,7,2,75,8659,31,2,0,25,33,5,8,SUPPORT,1738,True
7,0,0,True,False,8,JUNGLE,4,4,1,8,10418,14,6,0,42,6,0,1,NONE,1400,True
3,2,0,False,False,12,JUNGLE,173,6,1,25,14505,15,7,0,70,5,2,3,NONE,1400,True
3,0,0,False,False,9,MIDDLE,0,4,1,24,12312,41,5,0,43,8,3,1,SOLO,1400,True
3,0,0,False,False,8,BOTTOM,4,5,1,15,12327,9,0,0,11,7,4,0,CARRY,1400,True
4,0,0,False,False,1,BOTTOM,0,5,1,57,6865,46,3,0,23,21,9,3,SUPPORT,1400,True
8,0,0,False,False,7,TOP,0,1,8,11,10500,14,3,0,18,7,0,0,SOLO,1400,False
8,1,0,False,False,6,JUNGLE,120,0,8,10,9758,7,12,0,38,3,1,0,NONE,1400,False
7,0,0,False,False,6,MIDDLE,4,0,8,8,9493,7,9,0,46,6,0,2,SOLO,1400,False
9,0,0,False,False,1,BOTTOM,0,0,8,12,7332,33,2,0,29,5,2,2,CARRY,1400,False
6,0,0,False,False,0,BOTTOM,0,0,8,40,5403,33,2,0,15,18,5,1,SUPPORT,1400,False
8,0,0,False,False,4,TOP,8,0,7,22,14885,27,17,0,33,8,0,0,SOLO,2016,True
2,3,1,False,False,16,JUNGLE,172,4,7,32,15441,58,1,0,71,6,4,5,NONE,2016,True
5,0,0,False,False,3,MIDDLE,0,5,7,38,12851,29,8,0,49,16,2,5,SOLO,2016,True
4,1,0,True,False,9,BOTTOM,8,4,7,21,15707,23,1,0,12,11,4,1,CARRY,2016,True
6,0,0,False,True,0,BOTTOM,0,1,7,83,9077,34,21,0,102,36,10,0,SUPPORT,2016,True
7,0,0,False,False,3,TOP,10,1,7,24,13192,18,4,0,37,10,5,0,SOLO,2016,False
5,1,0,False,False,10,JUNGLE,204,1,7,17,15519,10,14,0,63,2,4,0,NONE,2016,False
4,0,0,False,False,4,MIDDLE,0,3,7,17,13172,24,1,0,13,10,1,0,SOLO,2016,False
8,0,0,False,False,6,BOTTOM,6,3,7,20,12789,2,3,0,59,12,4,0,CARRY,2016,False
8,0,0,False,False,2,BOTTOM,2,1,7,82,9497,59,1,0,26,40,8,2,SUPPORT,2016,False
5,0,0,False,False,8,TOP,0,5,5,12,13055,17,0,0,22,5,1,0,SOLO,1621,True
4,2,1,False,False,1,JUNGLE,172,2,5,35,10656,38,1,0,17,6,6,5,NONE,1621,True
7,0,0,False,False,15,MIDDLE,2,3,5,31,15114,27,2,0,12,10,4,3,SOLO,1621,True
2,0,0,False,False,6,BOTTOM,4,2,5,8,11936,10,0,0,4,4,2,0,CARRY,1621,True
2,0,0,False,False,2,BOTTOM,2,4,5,61,9545,32,5,0,27,34,4,7,SUPPORT,1621,True
10,0,0,True,False,9,TOP,0,2,9,9,11021,23,2,0,6,5,1,0,DUO,1621,False
6,2,0,False,False,4,JUNGLE,159,2,9,31,12586,15,9,0,64,5,5,4,NONE,1621,False
8,0,0,False,False,2,TOP,4,1,9,12,9960,19,1,0,7,5,1,0,DUO,1621,False
4,0,0,False,False,4,BOTTOM,7,0,9,19,10380,1,0,0,2,10,2,2,CARRY,1621,False
4,0,0,False,False,1,BOTTOM,2,0,9,59,6748,33,3,0,28,29,4,3,SUPPORT,1621,False
4,0,0,False,False,6,TOP,28,7,1,13,14646,6,1,0,17,8,1,0,SOLO,1674,True
5,2,1,False,False,8,JUNGLE,203,1,1,13,12927,12,3,0,39,1,2,1,NONE,1674,True
4,1,0,False,False,14,MIDDLE,8,4,1,21,14767,46,11,0,31,13,4,3,SOLO,1674,True
7,0,0,False,False,10,BOTTOM,20,7,1,17,14324,43,0,0,14,9,1,0,CARRY,1674,True
3,0,0,False,False,2,BOTTOM,0,4,1,79,11730,42,3,0,18,36,8,3,SUPPORT,1674,True
9,0,0,False,False,6,TOP,6,1,11,13,13095,49,0,0,4,8,0,0,SOLO,1674,False
6,0,0,False,False,3,JUNGLE,92,0,11,21,9411,19,2,0,31,3,6,3,NONE,1674,False
7,0,0,False,False,7,MIDDLE,0,0,11,19,11535,36,8,0,27,8,2,0,SOLO,1674,False
10,0,0,False,True,6,JUNGLE,4,0,11,10,12532,5,3,0,8,6,1,0,NONE,1674,False
8,0,0,True,False,1,BOTTOM,0,0,11,70,6995,15,17,0,66,34,4,6,SOLO,1674,False
6,0,0,False,False,6,TOP,15,7,3,21,14930,57,2,0,47,9,2,1,SOLO,1848,True
10,2,0,False,False,10,JUNGLE,184,3,3,21,15322,16,0,0,33,3,5,0,NONE,1848,True
9,0,0,False,False,16,MIDDLE,0,2,3,32,15967,6,16,0,35,17,3,1,SOLO,1848,True
7,0,0,False,False,5,BOTTOM,14,1,3,12,12580,18,2,0,9,7,2,0,CARRY,1848,True
4,0,0,False,False,3,BOTTOM,0,4,3,67,9458,34,10,0,39,35,4,2,SUPPORT,1848,True
7,0,0,False,False,5,TOP,2,2,8,18,12833,39,0,0,10,10,1,0,SOLO,1848,False
10,3,0,False,True,17,JUNGLE,181,0,8,33,17982,24,3,0,80,7,1,4,NONE,1848,False
11,0,1,True,False,10,MIDDLE,4,1,8,17,13451,16,4,0,10,9,1,0,SOLO,1848,False
6,0,0,False,False,2,BOTTOM,0,0,8,28,9534,27,5,0,10,14,3,5,CARRY,1848,False
6,0,0,False,False,2,BOTTOM,0,0,8,70,9153,29,0,0,2,29,11,3,SUPPORT,1848,False
3,0,0,False,False,1,NONE,2,0,0,0,10552,0,0,0,0,0,0,0,SUPPORT,912,True
1,0,0,False,True,32,NONE,0,2,0,6,19427,10,0,0,0,4,0,0,DUO,912,True
5,0,0,True,False,8,NONE,0,4,0,1,11133,2,2,0,14,0,0,0,SUPPORT,912,True
5,0,0,False,False,2,NONE,0,3,0,2,10857,10,0,0,0,6,0,0,SUPPORT,912,True
4,0,0,False,False,2,NONE,25,3,0,4,11039,6,0,0,0,2,0,0,SUPPORT,912,True
9,0,0,False,False,4,NONE,0,0,9,3,9404,4,0,0,0,1,1,0,DUO,912,False
6,0,0,False,False,3,NONE,44,0,9,7,9744,1,0,0,0,2,0,0,SUPPORT,912,False
13,0,0,False,False,0,NONE,2,0,9,0,9198,8,0,0,0,0,0,0,SUPPORT,912,False
10,0,0,False,False,5,NONE,0,0,9,0,9368,12,0,0,0,0,0,0,SUPPORT,912,False
8,0,0,False,False,4,NONE,0,0,9,1,9394,11,0,0,0,1,0,0,SUPPORT,912,False
7,0,0,False,False,2,MIDDLE,0,0,0,0,13355,23,0,0,0,0,0,0,SUPPORT,1392,False
6,0,0,False,False,10,MIDDLE,0,0,0,1,14634,11,2,0,6,0,0,0,DUO,1392,False
5,0,0,False,False,0,MIDDLE,0,0,0,0,13250,34,0,0,0,0,0,0,SUPPORT,1392,False
9,0,0,False,False,2,MIDDLE,0,0,0,0,17390,13,4,0,10,0,0,0,SUPPORT,1392,False
6,0,0,False,False,7,BOTTOM,0,0,0,0,20030,170,0,0,0,0,0,0,SUPPORT,1392,True
14,0,0,False,False,11,BOTTOM,0,0,0,0,17583,87,1,0,2,0,0,0,SUPPORT,1392,True
3,0,0,False,False,11,BOTTOM,0,0,0,0,26118,6,0,0,1,0,0,0,SUPPORT,1392,True
4,0,0,False,True,11,BOTTOM,0,0,0,0,27264,34,1,0,4,0,0,0,SUPPORT,1392,True
6,0,0,True,False,13,TOP,0,0,0,0,28758,69,1,0,2,0,0,0,SOLO,1392,True
8,0,0,False,False,13,BOTTOM,0,0,0,2,23744,23,9,0,10,0,0,0,SUPPORT,1392,True
18,0,0,False,False,6,TOP,0,3,2,0,16886,1,0,0,0,0,0,0,DUO,1510,True
17,0,0,False,True,14,TOP,0,3,2,0,18196,24,0,0,2,0,0,0,SUPPORT,1510,True
16,0,0,False,True,16,MIDDLE,0,3,2,0,17922,0,0,0,1,0,0,0,SOLO,1510,True
18,0,0,False,True,9,TOP,0,3,2,0,17054,61,0,0,1,0,0,0,SUPPORT,1510,True
18,0,0,True,False,27,TOP,0,3,2,0,20495,20,6,0,56,0,0,0,SUPPORT,1510,True
9,0,0,False,False,6,MIDDLE,0,2,4,0,15850,24,4,0,5,0,0,0,SUPPORT,1510,False
9,0,0,False,False,9,MIDDLE,0,2,4,0,16718,30,0,0,0,0,0,0,CARRY,1510,False
22,0,0,False,False,18,MIDDLE,0,1,4,0,17406,35,14,0,14,0,0,0,SUPPORT,1510,False
15,0,0,False,False,12,MIDDLE,0,2,4,0,15939,29,5,0,10,0,0,0,SUPPORT,1510,False
17,0,0,False,False,42,TOP,0,1,4,0,21734,26,2,0,7,0,0,0,SOLO,1510,False
1,0,0,False,False,10,NONE,8,4,1,9,12690,11,5,0,23,7,0,0,SUPPORT,1158,True
4,1,0,False,False,5,NONE,125,0,1,7,8629,16,2,0,17,0,1,0,SUPPORT,1158,True
2,0,0,False,False,0,NONE,8,3,1,11,7722,6,5,0,22,6,1,0,SUPPORT,1158,True
2,0,0,False,False,3,NONE,0,2,1,9,9136,0,6,0,46,5,2,0,SUPPORT,1158,True
2,0,0,False,False,3,NONE,0,2,1,36,5853,20,1,0,10,21,2,0,SUPPORT,1158,True
4,0,0,False,False,0,NONE,0,0,8,11,5190,19,4,0,9,6,1,1,SUPPORT,1158,False
3,0,0,False,True,3,NONE,79,0,8,21,7627,6,5,0,26,8,1,4,SUPPORT,1158,False
7,0,0,True,False,3,NONE,0,1,8,4,7594,17,15,0,59,3,0,0,SUPPORT,1158,False
5,0,0,False,False,2,NONE,0,0,8,8,6446,8,0,0,16,5,0,0,SUPPORT,1158,False
2,1,0,False,False,3,NONE,4,0,8,19,5909,18,2,0,12,7,3,0,SUPPORT,1158,False
5,0,0,True,False,7,JUNGLE,0,1,9,19,11553,14,7,0,27,9,5,0,NONE,1735,False
9,1,0,False,False,6,JUNGLE,158,1,9,14,11307,26,17,0,67,1,2,1,NONE,1735,False
4,0,0,False,False,8,MIDDLE,4,0,9,10,11933,29,9,0,45,7,0,0,CARRY,1735,False
9,0,0,False,False,3,BOTTOM,9,0,9,25,11161,14,6,0,32,14,4,2,SOLO,1735,False
9,0,0,False,False,3,MIDDLE,0,0,9,60,7476,42,0,0,12,26,4,5,SUPPORT,1735,False
9,0,0,False,False,6,TOP,0,3,2,24,12977,15,6,0,33,10,3,1,SOLO,1735,True
4,3,0,False,False,7,JUNGLE,159,3,2,28,12086,24,7,0,66,8,6,5,NONE,1735,True
4,0,0,False,False,8,MIDDLE,0,4,2,23,12978,65,20,0,87,11,6,2,SOLO,1735,True
3,0,1,False,False,10,BOTTOM,13,4,2,19,16523,11,11,0,64,6,8,0,CARRY,1735,True
7,0,0,False,False,5,BOTTOM,0,3,2,43,9546,67,1,0,23,21,2,0,SUPPORT,1735,True
3,0,0,False,False,11,MIDDLE,3,3,5,31,15424,45,11,0,41,14,4,3,DUO,1756,True
3,3,1,False,False,11,JUNGLE,188,1,5,15,14132,22,9,0,31,3,2,1,NONE,1756,True
2,0,0,False,False,5,MIDDLE,5,3,5,20,13748,19,8,0,31,11,4,1,DUO,1756,True
1,0,0,False,False,5,BOTTOM,29,4,5,23,13903,9,4,0,27,10,6,2,CARRY,1756,True
1,0,0,False,False,1,BOTTOM,0,1,5,60,7873,24,5,0,21,30,8,4,SUPPORT,1756,True
8,0,0,False,False,0,TOP,10,2,8,14,10455,9,2,0,9,7,3,0,SOLO,1756,False
9,1,0,False,False,4,JUNGLE,153,0,8,31,10889,27,1,0,30,4,8,2,NONE,1756,False
4,0,0,True,False,2,MIDDLE,4,0,8,23,9918,18,2,0,19,11,1,1,SOLO,1756,False
8,0,0,False,False,4,BOTTOM,0,3,8,10,11652,8,5,0,35,9,2,1,CARRY,1756,False
4,0,0,False,False,0,BOTTOM,0,1,8,53,6835,20,7,0,23,27,4,0,SUPPORT,1756,False
4,0,0,False,False,4,TOP,0,2,1,12,9316,12,1,0,27,5,2,0,SOLO,1307,True
1,1,0,False,False,11,JUNGLE,116,1,1,23,10815,26,13,0,43,3,6,0,NONE,1307,True
6,0,0,False,False,7,MIDDLE,0,0,1,10,8415,129,3,0,32,7,0,1,SOLO,1307,True
3,0,0,False,False,6,BOTTOM,0,3,1,7,9824,12,7,0,10,3,1,0,CARRY,1307,True
3,0,0,False,False,3,BOTTOM,0,2,1,35,7716,33,1,0,18,20,2,1,SUPPORT,1307,True
5,0,0,True,False,5,TOP,0,0,5,11,7756,6,12,0,17,6,1,0,SOLO,1307,False
7,2,0,False,False,5,JUNGLE,103,0,5,17,8404,16,5,0,35,6,2,1,NONE,1307,False
10,0,0,False,False,2,MIDDLE,0,0,5,10,6446,8,2,0,24,5,1,0,SOLO,1307,False
5,0,0,False,False,5,BOTTOM,0,1,5,10,9459,21,0,0,15,7,0,0,CARRY,1307,False
4,0,0,False,False,0,BOTTOM,0,1,5,47,6003,40,10,0,27,22,2,3,SUPPORT,1307,False
9,0,0,False,False,5,TOP,0,2,11,39,15623,22,2,0,14,10,2,1,SOLO,2461,False
7,2,0,False,False,2,JUNGLE,246,2,11,40,15309,55,2,0,41,15,3,0,NONE,2461,False
10,0,0,False,False,6,MIDDLE,1,2,11,27,16811,25,23,0,54,5,5,4,SOLO,2461,False
8,1,0,False,False,19,BOTTOM,15,4,11,14,22453,18,2,0,7,9,2,0,CARRY,2461,False
9,0,0,False,False,0,BOTTOM,0,1,11,78,10229,95,0,0,11,38,4,0,SUPPORT,2461,False
3,0,0,True,False,10,TOP,18,7,7,27,22776,22,2,0,7,15,3,0,DUO,2461,True
6,3,2,False,False,11,JUNGLE,253,1,7,26,19919,28,4,0,15,1,5,0,NONE,2461,True
6,0,0,False,False,14,MIDDLE,0,2,7,45,18456,27,2,0,13,22,2,5,SOLO,2461,True
7,0,1,False,False,6,TOP,6,1,7,28,17059,6,0,0,9,12,5,0,DUO,2461,True
10,0,0,False,False,2,BOTTOM,0,2,7,95,11882,37,1,0,5,37,11,2,SOLO,2461,True
13,0,0,False,False,4,TOP,0,5,10,21,13133,15,1,0,2,9,3,0,SOLO,2121,False
6,1,0,False,False,7,JUNGLE,180,2,10,20,14964,57,0,0,44,2,4,1,NONE,2121,False
8,0,0,False,False,5,MIDDLE,0,3,10,15,11689,58,6,0,24,10,2,1,SOLO,2121,False
10,0,0,False,False,11,BOTTOM,26,4,10,19,17482,15,9,0,25,9,4,2,CARRY,2121,False
12,0,0,False,False,1,BOTTOM,0,2,10,121,9778,91,11,0,182,69,13,20,SUPPORT,2121,False
6,0,0,True,False,15,TOP,0,7,6,29,18551,30,11,0,41,12,5,0,SOLO,2121,True
6,3,1,False,False,5,JUNGLE,205,6,6,37,16005,52,2,0,57,3,10,0,NONE,2121,True
6,0,0,False,False,13,MIDDLE,4,4,6,30,17368,68,7,0,24,16,6,8,SOLO,2121,True
5,1,0,False,False,13,BOTTOM,4,3,6,26,15856,61,3,0,16,12,4,1,CARRY,2121,True
5,0,0,False,False,3,BOTTOM,0,5,6,103,10980,72,20,0,124,50,10,18,SUPPORT,2121,True
16,0,0,False,False,2,TOP,0,0,11,16,10340,59,2,0,15,11,0,0,SOLO,2277,False
8,2,0,False,False,12,JUNGLE,162,1,11,43,18193,27,6,0,51,17,4,3,NONE,2277,False
14,0,0,False,False,3,MIDDLE,0,1,11,19,13575,35,0,0,21,10,3,0,SOLO,2277,False
16,1,1,True,False,11,BOTTOM,15,0,11,22,18534,14,1,0,36,11,2,0,CARRY,2277,False
15,0,1,False,True,12,BOTTOM,8,0,11,57,16636,41,0,0,5,20,7,3,SUPPORT,2277,False
4,0,0,False,False,11,TOP,8,5,3,24,17009,72,14,0,22,13,1,1,SOLO,2277,True
8,2,0,False,False,27,JUNGLE,218,3,3,23,21582,76,1,0,20,4,4,1,NONE,2277,True
6,0,0,False,False,4,MIDDLE,0,4,3,13,12142,37,2,0,3,9,0,0,DUO,2277,True
15,0,0,False,False,23,MIDDLE,23,5,3,14,18930,5,9,0,31,11,2,0,DUO,2277,True
7,0,0,False,False,4,BOTTOM,0,7,3,76,12845,51,0,0,0,36,5,2,SOLO,2277,True
7,1,0,False,False,16,JUNGLE,8,2,6,23,23302,77,4,0,55,3,5,0,NONE,2563,True
7,2,2,False,False,5,JUNGLE,215,3,6,33,19309,50,6,0,42,2,4,1,NONE,2563,True
14,0,0,False,False,6,MIDDLE,2,1,6,21,14933,15,4,0,10,17,0,1,SOLO,2563,True
18,0,1,False,False,23,BOTTOM,16,2,6,11,23266,29,4,0,130,7,1,0,CARRY,2563,True
12,0,0,False,False,9,BOTTOM,4,3,6,115,15592,90,3,0,19,40,14,2,SUPPORT,2563,True
10,0,0,False,False,7,JUNGLE,4,5,7,25,16900,10,5,0,56,8,3,0,NONE,2563,False
11,2,0,True,False,26,JUNGLE,172,2,7,21,23168,37,0,0,11,2,4,0,NONE,2563,False
9,0,0,False,False,10,MIDDLE,0,1,7,13,18275,83,10,0,71,6,2,0,SOLO,2563,False
15,0,0,False,True,11,JUNGLE,22,2,7,24,17162,77,14,0,110,7,1,0,NONE,2563,False
14,0,0,False,True,4,BOTTOM,0,2,7,92,12763,54,3,0,9,42,10,8,SOLO,2563,False
18,0,0,False,False,10,NONE,0,0,4,0,11602,1,0,0,0,0,0,0,SUPPORT,924,False
11,0,0,False,False,14,NONE,0,0,4,0,13234,78,0,0,0,0,0,0,DUO,924,False
15,0,0,False,False,3,NONE,0,0,4,0,9561,78,0,0,1,0,0,0,SUPPORT,924,False
11,0,0,False,False,13,NONE,0,0,4,0,11312,34,1,0,2,0,0,0,SUPPORT,924,False
15,0,0,False,False,10,NONE,0,0,4,0,11283,45,0,0,0,0,0,0,SUPPORT,924,False
11,0,0,False,True,6,NONE,0,3,0,0,10949,61,0,0,0,0,0,0,SUPPORT,924,True
9,0,0,True,False,10,NONE,0,3,0,0,12075,32,0,0,0,0,0,0,SUPPORT,924,True
10,0,0,False,True,25,NONE,0,2,0,0,13791,23,0,0,0,0,0,0,SUPPORT,924,True
9,0,0,False,True,23,NONE,0,3,0,0,14921,10,0,0,5,0,0,0,DUO,924,True
11,0,0,False,True,6,NONE,0,2,0,0,10720,104,0,0,0,0,0,0,SUPPORT,924,True
5,0,0,True,False,3,NONE,2,1,4,11,7202,23,12,0,29,7,0,0,SUPPORT,1182,False
3,0,0,False,False,0,NONE,126,0,4,14,6628,8,2,0,9,5,1,1,SUPPORT,1182,False
4,0,0,False,False,0,NONE,0,0,4,10,6383,14,13,0,33,7,0,1,SUPPORT,1182,False
4,0,0,False,False,0,NONE,0,0,4,8,5622,9,2,0,11,6,0,1,SUPPORT,1182,False
5,0,0,False,False,1,NONE,0,0,4,13,5046,23,3,0,39,7,0,0,SUPPORT,1182,False
4,0,0,False,False,2,NONE,0,1,1,10,7813,15,7,0,12,7,0,0,SUPPORT,1182,True
0,2,0,False,False,4,NONE,138,0,1,11,8118,16,8,0,84,2,3,1,SUPPORT,1182,True
0,0,0,False,False,7,NONE,0,0,1,9,8222,0,1,0,6,4,1,0,DUO,1182,True
0,0,0,False,False,6,NONE,0,3,1,7,9531,0,0,0,5,6,1,0,SUPPORT,1182,True
0,0,0,False,False,1,NONE,0,3,1,42,6819,20,0,0,11,19,5,3,SUPPORT,1182,True
5,0,0,True,False,5,TOP,0,0,9,21,9912,8,6,0,9,9,3,0,SOLO,1631,False
3,2,0,False,True,8,JUNGLE,140,1,9,25,10808,12,5,0,53,4,4,1,NONE,1631,False
6,0,0,False,True,1,MIDDLE,0,1,9,14,8872,51,10,0,46,10,1,0,SOLO,1631,False
6,0,0,False,True,3,BOTTOM,0,1,9,15,10143,5,1,0,20,8,2,0,CARRY,1631,False
7,0,0,False,True,0,BOTTOM,0,1,9,64,5986,13,12,0,47,22,9,5,SUPPORT,1631,False
7,0,0,False,False,7,TOP,8,5,2,9,14123,16,1,0,37,8,0,0,SOLO,1631,True
5,2,0,False,False,10,JUNGLE,195,2,2,23,12995,29,4,0,54,7,4,3,NONE,1631,True
