position,wards,duration,win
Position.MID,3,1625,True
Position.ADC,3,1625,True
Position.SUP,6,1625,True
Position.TOP,0,1230,True
Position.JGL,7,1230,True
Position.MID,7,1230,True
Position.ADC,6,1230,True
Position.SUP,5,1230,True
Position.TOP,16,1230,False
Position.JGL,4,1230,False
Position.MID,3,1230,False
Position.ADC,6,1230,False
Position.SUP,6,1230,False
Position.TOP,0,1413,False
Position.JGL,3,1413,False
Position.MID,1,1413,False
Position.ADC,6,1413,False
Position.SUP,5,1413,False
Position.TOP,23,1413,True
Position.JGL,8,1413,True
Position.MID,53,1413,True
Position.ADC,9,1413,True
Position.SUP,5,1413,True
Position.TOP,0,949,True
Position.JGL,7,949,True
Position.MID,5,949,True
Position.ADC,3,949,True
Position.SUP,10,949,True
Position.TOP,9,949,False
Position.JGL,3,949,False
Position.MID,2,949,False
Position.ADC,3,949,False
Position.SUP,5,949,False
Position.TOP,0,915,True
Position.JGL,5,915,True
Position.MID,6,915,True
Position.ADC,4,915,True
Position.SUP,5,915,True
Position.TOP,11,915,False
Position.JGL,3,915,False
Position.MID,4,915,False
Position.ADC,3,915,False
Position.SUP,2,915,False
Position.TOP,1,1969,False
Position.JGL,127,1969,False
Position.MID,1,1969,False
Position.ADC,13,1969,False
Position.SUP,9,1969,False
Position.TOP,41,1969,True
Position.JGL,10,1969,True
Position.MID,12,1969,True
Position.ADC,11,1969,True
Position.SUP,8,1969,True
Position.TOP,82,2082,False
Position.JGL,10,2082,False
Position.MID,480,2082,False
Position.ADC,8,2082,False
Position.SUP,39,2082,False
Position.TOP,29,2082,True
Position.JGL,9,2082,True
Position.MID,10,2082,True
Position.ADC,13,2082,True
Position.SUP,9,2082,True
Position.TOP,0,954,True
Position.JGL,5,954,True
Position.MID,3,954,True
Position.ADC,6,954,True
Position.SUP,4,954,True
Position.TOP,13,954,False
Position.JGL,6,954,False
Position.MID,0,954,False
Position.ADC,4,954,False
Position.SUP,4,954,False
Position.TOP,0,1640,True
Position.JGL,10,1640,True
Position.MID,1,1640,True
Position.ADC,10,1640,True
Position.SUP,8,1640,True
Position.TOP,37,1640,False
Position.JGL,7,1640,False
Position.MID,9,1640,False
Position.ADC,4,1640,False
Position.SUP,7,1640,False
Position.TOP,0,2277,False
Position.JGL,14,2277,False
Position.MID,3,2277,False
Position.ADC,13,2277,False
Position.SUP,14,2277,False
Position.TOP,20,2277,True
Position.JGL,9,2277,True
Position.MID,25,2277,True
Position.ADC,13,2277,True
Position.SUP,13,2277,True
Position.TOP,0,1987,False
Position.JGL,8,1987,False
Position.MID,6,1987,False
Position.ADC,3,1987,False
Position.SUP,13,1987,False
Position.TOP,37,1987,True
Position.JGL,13,1987,True
Position.MID,7,1987,True
Position.ADC,6,1987,True
Position.SUP,17,1987,True
Position.TOP,0,1110,True
Position.JGL,6,1110,True
Position.MID,2,1110,True
Position.ADC,6,1110,True
Position.SUP,6,1110,True
Position.TOP,12,1110,False
Position.JGL,6,1110,False
Position.MID,4,1110,False
Position.ADC,3,1110,False
Position.SUP,2,1110,False
Position.TOP,0,1732,False
Position.JGL,11,1732,False
Position.MID,2,1732,False
Position.ADC,7,1732,False
Position.SUP,6,1732,False
Position.TOP,21,1732,True
Position.JGL,10,1732,True
Position.MID,1,1732,True
Position.ADC,10,1732,True
Position.SUP,8,1732,True
Position.TOP,0,2239,True
Position.JGL,7,2239,True
Position.MID,10,2239,True
Position.ADC,11,2239,True
Position.SUP,9,2239,True
Position.TOP,62,2239,False
Position.JGL,13,2239,False
Position.MID,2,2239,False
Position.ADC,8,2239,False
Position.SUP,13,2239,False
Position.TOP,0,1676,False
Position.JGL,10,1676,False
Position.MID,11,1676,False
Position.ADC,10,1676,False
Position.SUP,4,1676,False
Position.TOP,40,1676,True
Position.JGL,13,1676,True
Position.MID,5,1676,True
Position.ADC,9,1676,True
Position.SUP,9,1676,True
Position.TOP,0,1742,False
Position.JGL,8,1742,False
Position.MID,4,1742,False
Position.ADC,14,1742,False
Position.SUP,9,1742,False
Position.TOP,27,1742,True
Position.JGL,7,1742,True
Position.MID,0,1742,True
Position.ADC,10,1742,True
Position.SUP,9,1742,True
Position.TOP,0,1112,True
Position.JGL,10,1112,True
Position.MID,271,1112,True
Position.ADC,9,1112,True
Position.SUP,4,1112,True
Position.TOP,27,1112,False
Position.JGL,0,1112,False
Position.MID,4,1112,False
Position.ADC,7,1112,False
Position.SUP,3,1112,False
Position.TOP,0,1771,False
Position.JGL,7,1771,False
Position.MID,2,1771,False
Position.ADC,12,1771,False
Position.SUP,3,1771,False
Position.TOP,28,1771,True
Position.JGL,9,1771,True
Position.MID,10,1771,True
Position.ADC,14,1771,True
Position.SUP,14,1771,True
Position.TOP,0,1143,False
Position.JGL,4,1143,False
Position.MID,6,1143,False
Position.ADC,4,1143,False
Position.SUP,6,1143,False
Position.TOP,13,1143,True
Position.JGL,8,1143,True
Position.MID,8,1143,True
Position.ADC,6,1143,True
Position.SUP,33,1143,True
Position.TOP,0,910,False
Position.JGL,3,910,False
Position.MID,2,910,False
Position.ADC,8,910,False
Position.SUP,6,910,False
Position.TOP,9,910,True
Position.JGL,5,910,True
Position.MID,3,910,True
Position.ADC,10,910,True
Position.SUP,4,910,True
Position.TOP,0,1612,True
Position.JGL,10,1612,True
Position.MID,5,1612,True
Position.ADC,6,1612,True
Position.SUP,7,1612,True
Position.TOP,26,1612,False
Position.JGL,7,1612,False
Position.MID,1,1612,False
Position.ADC,5,1612,False
Position.SUP,6,1612,False
Position.TOP,0,1703,False
Position.JGL,9,1703,False
Position.MID,300,1703,False
Position.ADC,9,1703,False
Position.SUP,8,1703,False
Position.TOP,32,1703,True
Position.JGL,10,1703,True
Position.MID,2,1703,True
Position.ADC,10,1703,True
Position.SUP,8,1703,True
Position.TOP,0,1694,False
Position.JGL,10,1694,False
Position.MID,267,1694,False
Position.ADC,7,1694,False
Position.SUP,9,1694,False
Position.TOP,38,1694,True
Position.JGL,16,1694,True
Position.MID,9,1694,True
Position.ADC,19,1694,True
Position.SUP,47,1694,True
Position.TOP,0,1411,True
Position.JGL,7,1411,True
Position.MID,10,1411,True
Position.ADC,34,1411,True
Position.SUP,7,1411,True
Position.TOP,19,1411,False
Position.JGL,8,1411,False
Position.MID,4,1411,False
Position.ADC,8,1411,False
Position.SUP,4,1411,False
Position.TOP,0,1690,False
Position.JGL,10,1690,False
Position.MID,3,1690,False
Position.ADC,3,1690,False
Position.SUP,8,1690,False
Position.TOP,38,1690,True
Position.JGL,4,1690,True
Position.MID,2,1690,True
Position.ADC,16,1690,True
Position.SUP,6,1690,True
Position.TOP,0,1625,False
Position.JGL,9,1625,False
Position.MID,3,1625,False
Position.ADC,6,1625,False
Position.SUP,6,1625,False
Position.TOP,34,1625,True
Position.JGL,7,1625,True
Position.MID,6,1625,True
Position.ADC,7,1625,True
Position.SUP,9,1625,True
Position.TOP,0,1331,True
Position.JGL,9,1331,True
Position.MID,2,1331,True
Position.ADC,10,1331,True
Position.SUP,5,1331,True
Position.TOP,16,1331,False
Position.JGL,5,1331,False
Position.MID,2,1331,False
Position.ADC,12,1331,False
Position.SUP,8,1331,False
Position.TOP,0,1746,True
Position.JGL,10,1746,True
Position.MID,2,1746,True
Position.ADC,10,1746,True
Position.SUP,7,1746,True
Position.TOP,32,1746,False
Position.JGL,5,1746,False
Position.MID,0,1746,False
Position.ADC,7,1746,False
Position.SUP,71,1746,False
Position.TOP,0,2113,True
Position.JGL,10,2113,True
Position.MID,6,2113,True
Position.ADC,8,2113,True
Position.SUP,13,2113,True
Position.TOP,27,2113,False
Position.JGL,5,2113,False
Position.MID,6,2113,False
Position.ADC,11,2113,False
Position.SUP,23,2113,False
Position.TOP,0,2509,False
Position.JGL,17,2509,False
Position.MID,24,2509,False
Position.ADC,58,2509,False
Position.SUP,9,2509,False
Position.TOP,42,2509,True
Position.JGL,791,2509,True
Position.MID,11,2509,True
Position.ADC,3,2509,True
Position.SUP,10,2509,True
Position.TOP,0,945,False
Position.JGL,3,945,False
Position.MID,4,945,False
Position.ADC,6,945,False
Position.SUP,5,945,False
Position.TOP,6,945,True
Position.JGL,5,945,True
Position.MID,5,945,True
Position.ADC,5,945,True
Position.SUP,6,945,True
Position.TOP,0,1828,False
Position.JGL,11,1828,False
Position.MID,6,1828,False
Position.ADC,7,1828,False
Position.SUP,6,1828,False
Position.TOP,35,1828,True
Position.JGL,12,1828,True
Position.MID,319,1828,True
Position.ADC,7,1828,True
Position.SUP,10,1828,True
Position.TOP,0,1492,False
Position.JGL,5,1492,False
Position.MID,4,1492,False
Position.ADC,7,1492,False
Position.SUP,8,1492,False
Position.TOP,11,1492,True
Position.JGL,8,1492,True
Position.MID,3,1492,True
Position.ADC,8,1492,True
Position.SUP,2,1492,True
Position.TOP,0,2087,False
Position.JGL,462,2087,False
Position.MID,4,2087,False
Position.ADC,5,2087,False
Position.SUP,56,2087,False
Position.TOP,60,2087,True
Position.JGL,13,2087,True
Position.MID,4,2087,True
Position.ADC,7,2087,True
Position.SUP,10,2087,True
Position.TOP,0,1673,False
Position.JGL,8,1673,False
Position.MID,3,1673,False
Position.ADC,11,1673,False
Position.SUP,7,1673,False
Position.TOP,34,1673,True
Position.JGL,8,1673,True
Position.MID,3,1673,True
Position.ADC,5,1673,True
Position.SUP,9,1673,True
Position.TOP,1,1538,True
Position.JGL,7,1538,True
Position.MID,10,1538,True
Position.ADC,6,1538,True
Position.SUP,5,1538,True
Position.TOP,20,1538,False
Position.JGL,52,1538,False
Position.MID,4,1538,False
Position.ADC,9,1538,False
Position.SUP,8,1538,False
Position.TOP,0,2050,True
Position.JGL,12,2050,True
Position.MID,10,2050,True
Position.ADC,13,2050,True
Position.SUP,11,2050,True
Position.TOP,36,2050,False
Position.JGL,12,2050,False
Position.MID,4,2050,False
Position.ADC,8,2050,False
Position.SUP,14,2050,False
Position.TOP,70,1784,False
Position.JGL,6,1784,False
Position.MID,1,1784,False
Position.ADC,10,1784,False
Position.SUP,59,1784,False
Position.TOP,62,1784,True
Position.JGL,6,1784,True
Position.MID,2,1784,True
Position.ADC,11,1784,True
Position.SUP,11,1784,True
Position.TOP,0,2071,True
Position.JGL,11,2071,True
Position.MID,3,2071,True
Position.ADC,12,2071,True
Position.SUP,9,2071,True
Position.TOP,80,2071,False
Position.JGL,13,2071,False
Position.MID,12,2071,False
Position.ADC,10,2071,False
Position.SUP,10,2071,False
Position.TOP,0,1997,True
Position.JGL,28,1997,True
Position.MID,12,1997,True
Position.ADC,8,1997,True
Position.SUP,12,1997,True
Position.TOP,41,1997,False
Position.JGL,7,1997,False
Position.MID,5,1997,False
Position.ADC,11,1997,False
Position.SUP,13,1997,False
Position.TOP,0,923,False
Position.JGL,3,923,False
Position.MID,2,923,False
Position.ADC,6,923,False
Position.SUP,2,923,False
Position.TOP,16,923,True
Position.JGL,2,923,True
Position.MID,3,923,True
Position.ADC,17,923,True
Position.SUP,4,923,True
Position.TOP,0,1782,True
Position.JGL,12,1782,True
Position.MID,1,1782,True
Position.ADC,7,1782,True
Position.SUP,10,1782,True
Position.TOP,32,1782,False
Position.JGL,7,1782,False
Position.MID,2,1782,False
Position.ADC,5,1782,False
Position.SUP,7,1782,False
